Complaints,0
"Review from New York, New York. We originally booked Viceroy resort through expedia.com in Jan/Feb time. We planned to travel to the Maldives for our honeymoon in September 24, 2015. We loved that the property had spaced out villas that were not cramped together like the other resorts. We saw many rave reviews about the service and experience, we decided this would be the perfect honeymoon location. Sunday, August 23, rolls around and we get a call from Expedia, a representative calls us at 7am. She informs us that the resort has no space for us due to renovations and will have to relocate us. For our troubles she confirms that all the other properties that she looks for has exactly the same perks that they Viceroy will have. Expedia says that the seaplane transport will be ""covered"". Ok then, fine. We hang up and we never get a confirmation of the change the day after. I call Expedia a day after, to confirm that we did indeed were relocated. No. We are not. We get a confirmation that we are staying at Viceroy resort from Expedia. The *** is going on? Fine we are happy to stay with Viceroy. Being that I am unsettled by how this is handled my wife and I contact Viceroy management through their email. We wanted to know whether we still had a reservation there. Management (by a name of Sandra Limon) confirms that we have been relocated to the new location. However, seaplane transport was not agreed upon and not compensated by resort. Ok, so now we are going around in circles. Once again, we call expedia to clear the details. If resort has confirmed relocation but not covering for seaplane then why did expedia say that? I have talked to the following representatives on Expedia: Karen, Anastasia, Roy, Allie, Tara, +Supervisors (**Not sure if these are stage names**). On all occasions except on the last call I was told it was covered. I even went as far as telling them to please send me confirmation through email, explicit that the seaplane transport would be taken care of. Of course they would tell me we don't send the email but we have it in our system. Another pain point is that both resorts were not reachable by phone when Expedia called. Last night 1AM US EST I call Expedia. I had to stay up late night to get on a call for 1.5+ hrs for expedia to speak with either Viceroy or other resort for them to finally confirm relocation. I make the point that the relocation should have happened long before this. At this time of booking there are limited options available for us. This is not a business trip. We spend money and want our honeymoon to be perfect. I speak to supervisors from Expedia and at first they tell me if they had communicated that the transport was covered that they would honor it to the best of their abilities. After the supervisor speaks to her ""supervisor"", she informs me sorry, we can't do anything for you, lets transfer you to the relocation department. Blip. The relocation department picks up and has NO idea of any of these details... just wonderful.. the representive at least offers to book another resort. So my review is for the communications between the Viceroy and Expedia.",booking
"Review from College Park, Maryland. I just booked a vacation package ""bundle"" that included air fare. I chose my destination and dates prior to choosing the hotel.  Expedia advertised one flight from my city to Daytona Beach. I made the selection and paid using my credit card only to find out that my flight was booked with frontier airlines to Orlando and my hotel is in Daytona Beach ( 1 hour away).  I immediately called Frontier who told me they don't fly to Daytona Beach and to call Expedia. I called Expedia and after 1  1/2 hours on the phone, I hung up.  Marybell calls  me back to apologize for the wait and to tell me that the supervisor was on the line and she was transferring me. She transferred me and the call ended.  No one called me back.  Use another travel service!!!",booking
"Bought a flight with Expedia and got I nightmare. I bought tickets from Brazil to US with Expedia and was not allowded to travel, the airline did not accept the booking. After a big headache at the airport, son crying etc..., Expedia attendant told me to buy new tickets by myself to travel next day, and so I did (paying 3 times the regular price). Expedia attendant told me they would reimburse the difference. After 10 month, dozens of calls, dozens of emails, all the documents/receipts etc sent, getting sick because of it, they finally told me they will not pay my money back, so the difference from original tickets to the new tickets I was obligated to buy will be my loss.",booking
"EXPEDIA/reservationcounter.com SCAM. I thought i was booking through embassy suites hotel.  I never received confirmation.  I called the hotel and they said my reservation was through Expedia.  Expedia said the reservation wasn't through them but they conveniently had my itinerary number as well as a phone number for their affiliate reservationcounter.com.  after 20 minutes on the phone with someone in guatemala, I was unable to change my reservation.  I also learned that they had charged my credit card some time ago and this was now considered a ""prepaid"" reservation.  I am more than angry right now. The rate is also much higher than the hotel rate $200/night versus hotel rate of $124/night.  NEVER USE EXPEDIA...THIS COULD HAPPEN TO YOU.",booking
"Expedia booking Review from Ottawa, Ontario. Well I purchased a recommended hotel in Chios and used PayPal. Bad choice both ways. PayPal under their terms clearly state travel is not protected so don't use them! Use Visa etc. The hotel had no air conditioning working and was bug infested. It's been 7 weeks and Expedia has done nothing but ignore me. Going to small claims court now  going for hassle and interest and costs of getting new accommodation that they ignored us and did not offer to help get a new room or hotel!",booking
"WANT TO SKIP THE COUNTER?  DON'T BOOK WITH EXPEDIA. Expedia has no area for filling in Hertz Gold Club number during making a reservation.  In order to add it, you must contact Expedia, they call Hertz and Hertz will then put in the number. After talking with an Expedia rep whom I could NOT understand due to the accent,...",booking
Charged twice while booking a flight. I was having trouble booking a flight on line so I called the number to book the flight.  A man booked the flight but didnot give me a confirmation # but said it would be emailed to me....I didn't get it so i called...of course got another person. she checked and said...,booking
"False advertising by Expedia. I book a vacation pkg for my son & I to go to the Orlando area . I also get a girlfriend to book the same pkg as this is her birthday week and we take a lot of vacations together. When calling the motel to check on amenities, they immediately say they do not offer continental bkfst or the free WIFI as is advertised on expedia. I wobnder oif this is because Espedia makles promises that are false. Very interesting! I spent 2 hrs talking with expedia. They are so sorry but do nothing to help me except for book another hotel and charge me more money. Never Expedia again!",booking
"Terrible Service. My family and I had planned a nice relaxing easy trip to Disneyland. With Expedia this was not the case. We were promised a two rooms at the Sheraton park hotel in Anaheim California and each room we were told had two beds in each room when we go there they said they had a reservation for two rooms with a single bed  when we told the hotel manager about our reservation he told us it was not the first time Expedia pulled this kind of ***. Many other guests experienced the sam issue we did. When we contacted Expedia about this issue the person who talked to us about it was not only rude and refused to get the supervisor to  actually assist us, they made us wait for an hour to finally get connected to the manager, which after another hour we got the same answer that they aren't responsible for this error and in the end got stuck with the one bed room rooms.This wasn't even where the nightmare started nor ended our flights were a living ***. Since the Expedia policy only allows up to 6 people per group trip we had to book a flight for my son separately and the wanted to put 6 of us on one flight and him on another that was an hour after our flight. After another hour on the phone we got the flights switched. We thought everything was fixed and we were good to go for Disneyland the next day. We were wrong about that when we got to the gate the person at the ticket booth said the ticket reservation was missing and that Expedia did not send the information over for them. She also told us Expedia has done that to past families as well, luckily she was nice enough to give us a complimentary park hopper pass for the day until we got ours sorted out. When we got our passes they only had 6 names for six passes and my sons name was missing on them and when we got to disney it took them awhile to allow our son to enter with us(This was not the fault of Disney it was Expedia's neglect to add our sons name to the passes). When we went to go get our rental car for the week not only was it located 10 minutes away from LAX it was a business not licensed to operate on the airport property which meant we had to take a connect bus to a holding lot near the airport where you then had to call the rental company to come picks us up. The building it was located in was very shady and the van we got wasn't clean. When we came back home we reviewed our purchases to make sure our charges were right that is when we noticed that the flight for my son that they booked originally never got refunded back to us and they said we had to contact the airline and that it could take up to 8 weeks to get refunded. Since we had to go to Seattle for a wedding and we stayed over night we chose to book our hotel with Expedia as well as my sister in law when she called to confirm our reservations hers was missing but luckily ours was found. When we called them about this it took them about 30 minutes to connect us to someone to help us and then when we asked for a supervisor it took them an hour to get connected again. To summarize our trip and our experience with Expedia we most definitely will not use them ever again the only time we would do that is well, we would never and I do not suggest to use it go to other websites such as hotwire or travelocity, and seeing as others have been lied to by Expedia I do not recommend to use them ever. As I type this review I am still trying to speak with their customer service and told us that they do not care if they loose our business which shows how little they value the comfort of their customers. Overall terrible experience and the people who are supposed to help you are very rude as well.",booking
"Expedia booking Review. I tried to book book a flight through this company & I got email with my sons name misspelled. I called them back, & they said it's going to cost me $200 dollars for their *** mistakes. The agent I talked to, they don't even speak or understand English properly. God help this people & those people who tried to book with them.",booking
"Expedia booking Review from Tlalnepantla, Morelos. I been a Expedia customer for a long time and this is the worst trip ever!! We were promised a suite which we don't mind paying more as it's our honeymoon and we got a stinky 1st floor looking at what they call a garden. We would of never booked it if we couldn't get a suite. It's our honeymoon so we want something nice and we are so disappointed. I would never recommend my family, friends and Co workers about Expedia and riu Santa fe.",booking
"Expedia sells airline tickets without seat included. The airline ticket does NOT include the price of seats. Airline will charge a fee to assign seats as booked via Expedia. Or you have to buy a seat on each leg of trip on website. The excuse that ""it says it in the contract"" is a lame one as there is NO statement that there is a cost on top of what you pay. Expedia said they don't include that b/c it ""MAY"" happen but not always. Baloney. And customer service reads the answer over and over. You as customer are out of luck. and expedia has lost another customer",booking
"Expedia takes money but doesn't follow through. I NEVER write reviews but must warn others. Just took my kids to Disneyland. Booked the trip on Expedia (first time) including three - 4 day Disneyland Park Hopper passes ($900). Got to park the first day (July 25) and they had no record of the tickets being reserved (even though I had the vouchers printed off from Expedia & my ID). Spent about 30 minutes at the ticket booth. Disneyland was nice enough to give us complimentary passes for one day but said I needed to call Expedia and have them put my reservation into their system. While my kids went on rides without me I spent over TWO HOURS on the phone with Expedia (which by the way it's SUPER loud in Disneyland so very hard to hear & talk to a person with a thick accent). When all was said and done, Expedia said they would send a fax to Disney showing that I had the reservations and an email to me confirming and would send me a $50 voucher for my inconvenience. After a couple hours I dragged my family back to the Disney ticket booth where they still had not received anything from Expedia but after another half hour of standing there talking to a manager, Disney gave us the rest of our Park Hopper passes. Disney never received a fax from Expedia but lucky for us Disney honored my vouchers. It has now been 8 days since I spent over 3 hours dealing with that *** at the Happiest Place on Earth and I have NEVER received an email OR an inadequate $50 voucher from Expedia (but plenty of their email advertisements). Oh and by the way. The ground transportation I had from airport to hotel ALSO had no record of us in their system, but luckily I called them beforehand to confirm and they put us in their system. UPDATE: after numerous emails back & forth with their customer service dept. I called Expedia yesterday to get some kind of compensation for the inconvenience. On hold for 1 hour & told I would receive a credit to my credit card within 5 days. Got an email from Expedia tonight saying that Disney denied my request for a refund, therefore the case is closed. I never wanted a refund from Disney! They probably never even received the $900 Expedia charged me. What a joke. Do NOT book with Expedia if you want your trip to go smoothly.",booking
"Flatiron Hotel Review from Toronto, Ontario. Booked a trip to New York to Flatiron Hotel, months ago. Got there early by 9:30am, they stored  the luggage and we went off for the day. Returned at 4:00 pm, usual check in time, immediately we told that they would  not be able  to honour our reservation and they would have to relocate us to another hotel.  They tried calling  Expedia, they were useless like tots on a bull. We stood in the lobby over 2 hours, tired, hungry and frustrated.  Never book those *** again!!!.",booking
